id,cap,url,background
89648,Everyone in the group is using electronic devices.,http://images.cocodataset.org/val2017/000000089648.jpg,"['device', 'everyone']"
89648,There are a group of people sitting in chairs using electronics,http://images.cocodataset.org/val2017/000000089648.jpg,['electronics']
219283,A teddy bear sitting in front of a pile of boxes.,http://images.cocodataset.org/val2017/000000219283.jpg,"['front', 'box', 'bear', 'pile']"
219283,a big teddy bear sitting next to some boxes,http://images.cocodataset.org/val2017/000000219283.jpg,"['teddy', 'box']"
219283,a teddy bear next to four boxes on the floor,http://images.cocodataset.org/val2017/000000219283.jpg,"['box', 'floor']"
219283,A teddy bear is sitting in front a group of boxes.,http://images.cocodataset.org/val2017/000000219283.jpg,"['front', 'box', 'bear']"
219283,A teddy bear sitting on the ground in front of many boxes.,http://images.cocodataset.org/val2017/000000219283.jpg,"['ground', 'front', 'box', 'bear']"
471869,A teddy bear sitting on a blue chair.,http://images.cocodataset.org/val2017/000000471869.jpg,"['chair', 'bear']"
471869,a tan teddy bear wearing a bow tie sitting on a bed,http://images.cocodataset.org/val2017/000000471869.jpg,"['teddy', 'tan', 'bow']"
471869,A beige teddy bear is sitting on a chair.,http://images.cocodataset.org/val2017/000000471869.jpg,"['chair', 'beige', 'bear']"
471869,A Teddy bear sits on a floral patterned chair.,http://images.cocodataset.org/val2017/000000471869.jpg,"['sits', 'chair']"
471869,a tan colored teddy bear sits on a crochet covered chair.,http://images.cocodataset.org/val2017/000000471869.jpg,"['sits', 'crochet', 'chair', 'tan']"
520264,a man and woman standing side by side in a kitchen next to a window,http://images.cocodataset.org/val2017/000000520264.jpg,"['kitchen', 'side', 'window']"
520264,A man and a woman are posing for a picture in a kitchen.,http://images.cocodataset.org/val2017/000000520264.jpg,"['kitchen', 'picture']"
520264,"A man, his arm across the woman next to him, stands in a blandly colored kitchen area,  in front of a black-rimmed  window, next to a counter with a microwave, plates, with and without food, and wine bottles.  ",http://images.cocodataset.org/val2017/000000520264.jpg,"['food', 'window', 'wine', 'front', 'area']"
520264,there is a man and a woman posing in a kitchen,http://images.cocodataset.org/val2017/000000520264.jpg,['kitchen']
520264,A man and a woman stand next to each other in a kitchen.,http://images.cocodataset.org/val2017/000000520264.jpg,['kitchen']
111179,A church steeple that has a clock on it,http://images.cocodataset.org/val2017/000000111179.jpg,"['church', 'steeple']"
111179,There is a tower clock that is in the middle of the city,http://images.cocodataset.org/val2017/000000111179.jpg,"['middle', 'city', 'tower']"
111179,Clock tower on top of a building outside on a sunny day.,http://images.cocodataset.org/val2017/000000111179.jpg,"['top', 'building', 'day', 'tower']"
111179,Looking up at a clock tower with a weather vane,http://images.cocodataset.org/val2017/000000111179.jpg,"['weather', 'vane', 'tower']"
111179,A building top with a clock on it.,http://images.cocodataset.org/val2017/000000111179.jpg,"['top', 'building']"
151000,A woman taking pictures on a busy street.,http://images.cocodataset.org/val2017/000000151000.jpg,"['picture', 'street']"
151000,A woman taking a picture on a sunny day. ,http://images.cocodataset.org/val2017/000000151000.jpg,"['picture', 'day']"
151000,A male and a female holding up their cellphones,http://images.cocodataset.org/val2017/000000151000.jpg,['cellphone']
151000,A woman taking a picture up at the sky with her phone.,http://images.cocodataset.org/val2017/000000151000.jpg,"['phone', 'picture', 'sky']"
151000,A woman holding a camera is taking a picture.,http://images.cocodataset.org/val2017/000000151000.jpg,"['picture', 'camera']"
100624,A woman walking down a street talking on a cell phone.,http://images.cocodataset.org/val2017/000000100624.jpg,"['phone', 'street', 'cell']"
100624,A woman on her cellphone standing on the sidewalk in a city. ,http://images.cocodataset.org/val2017/000000100624.jpg,"['cellphone', 'city', 'standing', 'sidewalk']"
100624,A girl is standing by a storefront while talking on her phone.,http://images.cocodataset.org/val2017/000000100624.jpg,"['storefront', 'phone']"
100624,A women looking over at something while talking on the phone .,http://images.cocodataset.org/val2017/000000100624.jpg,"['phone', 'something']"
100624,a woman standing on a sidewalk while using a cell phone ,http://images.cocodataset.org/val2017/000000100624.jpg,"['phone', 'cell', 'sidewalk']"
332570,the portable device is displaying a very important message.,http://images.cocodataset.org/val2017/000000332570.jpg,"['device', 'message']"
332570,A person holding an older model of a smart phone.,http://images.cocodataset.org/val2017/000000332570.jpg,"['phone', 'model']"
332570,A person holding a smart device in their left  hand.,http://images.cocodataset.org/val2017/000000332570.jpg,"['device', 'hand']"
332570,A person holding a cell phone showing a text.,http://images.cocodataset.org/val2017/000000332570.jpg,"['phone', 'text', 'cell']"
332570,A PERSON HOLDING A BLACKBERRY CELL PHONE IN THEIR HAND ,http://images.cocodataset.org/val2017/000000332570.jpg,"['blackberry', 'phone', 'hand', 'cell']"
57238,A white refrigerator freezer sitting inside of a kitchen.,http://images.cocodataset.org/val2017/000000057238.jpg,"['kitchen', 'freezer']"
57238,A corner of a kitchen with a big fridge.,http://images.cocodataset.org/val2017/000000057238.jpg,"['corner', 'kitchen']"
57238,A kitchen has a plain white fridge in the corner. ,http://images.cocodataset.org/val2017/000000057238.jpg,"['corner', 'kitchen']"
57238,A refrigerator in the corner of a kitchen just off the dining room ,http://images.cocodataset.org/val2017/000000057238.jpg,"['room', 'corner', 'kitchen', 'dining']"
57238,a room showing a very big fridge and a dining table,http://images.cocodataset.org/val2017/000000057238.jpg,"['room', 'dining', 'table']"
502732,A metallic refrigerator freezer in a kitchen next to a cabinet.,http://images.cocodataset.org/val2017/000000502732.jpg,"['kitchen', 'freezer', 'cabinet']"
502732,Side by Side stainless refrigerator in a kitchen.,http://images.cocodataset.org/val2017/000000502732.jpg,"['stainless', 'side', 'kitchen']"
502732,A large silver refrigerator with two doors and an ice dispenser.,http://images.cocodataset.org/val2017/000000502732.jpg,"['door', 'dispenser', 'ice', 'silver']"
502732,A shiny metallic refrigerator in a brown colored kitchen.,http://images.cocodataset.org/val2017/000000502732.jpg,"['kitchen', 'brown']"
502732,"A two door, stainless steel refrigerator under a wine cabinet",http://images.cocodataset.org/val2017/000000502732.jpg,"['cabinet', 'stainless', 'door', 'steel']"
135561,"The kitchen is lit with overhead lights, shining on the cupboard and sink",http://images.cocodataset.org/val2017/000000135561.jpg,"['kitchen', 'light', 'cupboard']"
135561,A kitchen with white cabinets and brick walls.,http://images.cocodataset.org/val2017/000000135561.jpg,"['brick', 'kitchen', 'wall', 'cabinet']"
135561,"A small, white formica kitchen with a refrigerator, sink and small electrical appliances",http://images.cocodataset.org/val2017/000000135561.jpg,"['kitchen', 'formica', 'appliance']"
135561,The door of the refrigerator has several papers on it.,http://images.cocodataset.org/val2017/000000135561.jpg,"['paper', 'door']"
135561,A kitchen illuminated by a track lighting unit. ,http://images.cocodataset.org/val2017/000000135561.jpg,"['track', 'kitchen', 'unit', 'lighting']"
8277,The meal consists of chopped chicken with cheese and brocolli.,http://images.cocodataset.org/val2017/000000008277.jpg,"['meal', 'brocolli', 'cheese', 'chopped']"
8277,A styrofoam plate with shredded chicken and a dish of broccoli with cheese sauce.,http://images.cocodataset.org/val2017/000000008277.jpg,"['plate', 'chicken', 'sauce']"
8277,a close up of a plate of food on a carpeted floor,http://images.cocodataset.org/val2017/000000008277.jpg,"['plate', 'food', 'floor']"
8277,A plate of shredded chicken with a broccoli cheese sauce.,http://images.cocodataset.org/val2017/000000008277.jpg,"['plate', 'chicken', 'cheese', 'sauce']"
8277,A white plate topped wti chicken and a cup of guacamole.,http://images.cocodataset.org/val2017/000000008277.jpg,"['guacamole', 'plate', 'chicken', 'cup']"
173044,A very tall clock tower sitting next to a tall glass building.,http://images.cocodataset.org/val2017/000000173044.jpg,"['building', 'glass', 'tower']"
173044,A historical clock tower next to a modern glass window skyscraper. ,http://images.cocodataset.org/val2017/000000173044.jpg,"['window', 'glass', 'skyscraper', 'tower']"
173044,A building with a clock that is in front of a building.,http://images.cocodataset.org/val2017/000000173044.jpg,"['front', 'building']"
173044,A clock tower stands in front of a large mirrored sky scraper. ,http://images.cocodataset.org/val2017/000000173044.jpg,"['scraper', 'front', 'sky', 'tower']"
173044,A tall tower with a clock stands in front of a skyscraper.,http://images.cocodataset.org/val2017/000000173044.jpg,"['skyscraper', 'front', 'tower']"
168458,there is a small glass vase that has purple flowers in it,http://images.cocodataset.org/val2017/000000168458.jpg,"['flower', 'glass']"
168458,A vase with purple iris's sitting next to a ceramic pitcher.,http://images.cocodataset.org/val2017/000000168458.jpg,"['iris', 'pitcher']"
168458,A vase filled with purple flowers on to of a wooden table.,http://images.cocodataset.org/val2017/000000168458.jpg,"['flower', 'wooden', 'table']"
168458,"Flowers sit in a vase, on a table, beside a watering container.",http://images.cocodataset.org/val2017/000000168458.jpg,"['flower', 'beside', 'container', 'watering']"
168458,A vase full of irises with a pitcher on an end table,http://images.cocodataset.org/val2017/000000168458.jpg,"['table', 'end', 'iris', 'pitcher']"
512194,A white pitcher holding flowers in a window sill.,http://images.cocodataset.org/val2017/000000512194.jpg,"['flower', 'window', 'pitcher', 'sill']"
512194,Some flowers are sitting in the white vase in front of the window. ,http://images.cocodataset.org/val2017/000000512194.jpg,"['flower', 'window', 'front']"
512194,A vase with a handle has wild flowers in it.,http://images.cocodataset.org/val2017/000000512194.jpg,"['flower', 'handle']"
512194,A vase with a variety of flowers sitting in the window. ,http://images.cocodataset.org/val2017/000000512194.jpg,"['flower', 'window', 'variety']"
512194,A vase of flowers are sitting in a sunny window.,http://images.cocodataset.org/val2017/000000512194.jpg,"['flower', 'window', 'sunny']"
370042,Large assortment of small and large vases displayed outdoors.,http://images.cocodataset.org/val2017/000000370042.jpg,"['outdoors', 'assortment', 'vas']"
370042,A pile of clay and gold vases sitting in a yard.,http://images.cocodataset.org/val2017/000000370042.jpg,"['gold', 'yard', 'clay', 'vas', 'pile']"
370042,there are many vases on the ground in the street,http://images.cocodataset.org/val2017/000000370042.jpg,"['ground', 'street', 'vas']"
370042,There are many vases on display outside the building.,http://images.cocodataset.org/val2017/000000370042.jpg,"['display', 'vas', 'building']"
370042,A bunch of pottery sitting on a sidewalk ,http://images.cocodataset.org/val2017/000000370042.jpg,"['pottery', 'bunch', 'sidewalk']"
189436,A carved bear that has a ribbon around the neck.,http://images.cocodataset.org/val2017/000000189436.jpg,"['neck', 'bear', 'ribbon']"
189436,A wood carved bear is sitting on a table.,http://images.cocodataset.org/val2017/000000189436.jpg,"['wood', 'table', 'bear']"
189436,a statue of  a bear wearing a red ribbon,http://images.cocodataset.org/val2017/000000189436.jpg,"['statue', 'ribbon']"
189436,A teddy bear that appears to be made out of wood.,http://images.cocodataset.org/val2017/000000189436.jpg,"['wood', 'bear']"
189436,The large bear is made up of clay.,http://images.cocodataset.org/val2017/000000189436.jpg,"['clay', 'bear']"
533958,A white plate topped with a fried egg next to a salad.,http://images.cocodataset.org/val2017/000000533958.jpg,"['egg', 'plate', 'salad']"
533958,A plate with a green salad and an egg,http://images.cocodataset.org/val2017/000000533958.jpg,"['egg', 'plate', 'salad']"
533958,A plate with an assortment of food including an egg and salad,http://images.cocodataset.org/val2017/000000533958.jpg,"['food', 'egg', 'plate', 'assortment', 'salad']"
533958,Picture of a plate with a fried egg and a salad.,http://images.cocodataset.org/val2017/000000533958.jpg,"['egg', 'plate', 'picture', 'salad']"
533958,A plate of food with a fried egg and colorful vegetables.,http://images.cocodataset.org/val2017/000000533958.jpg,"['egg', 'plate', 'food', 'vegetable']"
117645,A man riding a snowboard down a snow covered slope.,http://images.cocodataset.org/val2017/000000117645.jpg,"['snow', 'slope']"
117645,A person riding a snowboard down a snowy slope.,http://images.cocodataset.org/val2017/000000117645.jpg,"['snowy', 'slope']"
117645,A man on skis is going down a slope.,http://images.cocodataset.org/val2017/000000117645.jpg,"['ski', 'slope']"
117645,A person on a snowy slope on a snowboard.,http://images.cocodataset.org/val2017/000000117645.jpg,['slope']
117645,a couple skiers going down the snowy hill,http://images.cocodataset.org/val2017/000000117645.jpg,"['skier', 'couple', 'hill', 'snowy']"
221708,Lights shine on a wooden dining room table.,http://images.cocodataset.org/val2017/000000221708.jpg,"['room', 'light', 'table', 'dining']"
221708,A kitchen with a table and four chairs.,http://images.cocodataset.org/val2017/000000221708.jpg,"['kitchen', 'table']"
221708,Partial picture of a kitchen and a table and chairs under a lamp.,http://images.cocodataset.org/val2017/000000221708.jpg,"['kitchen', 'picture', 'lamp', 'table']"
221708,"Small table and chairs set in a small kitchen.
",http://images.cocodataset.org/val2017/000000221708.jpg,"['kitchen', 'table']"
221708,A wood paneled kitchen with dining table and tiled floor.,http://images.cocodataset.org/val2017/000000221708.jpg,"['wood', 'kitchen', 'table', 'floor']"
202228,The reflection of a man taking  a picture in a mirror,http://images.cocodataset.org/val2017/000000202228.jpg,"['mirror', 'reflection', 'picture']"
202228,A man takes his picture using the bathroom mirror.,http://images.cocodataset.org/val2017/000000202228.jpg,"['mirror', 'picture', 'bathroom']"
202228,A man wearing a hat while standing in front of a bathroom mirror.,http://images.cocodataset.org/val2017/000000202228.jpg,"['hat', 'mirror', 'front', 'bathroom']"
202228,A man taking a picture of himself in a mirror.,http://images.cocodataset.org/val2017/000000202228.jpg,"['mirror', 'picture']"
202228,A young man takes a picture of himself in the mirror.,http://images.cocodataset.org/val2017/000000202228.jpg,"['mirror', 'picture']"
403565,A man wearing a bike helmet standing next to a bicycle.,http://images.cocodataset.org/val2017/000000403565.jpg,['helmet']
403565,A bicyclist stopping on the road to take a picture,http://images.cocodataset.org/val2017/000000403565.jpg,"['road', 'picture', 'bicyclist']"
403565,A young man in a helmet standing by a bicycle.,http://images.cocodataset.org/val2017/000000403565.jpg,"['standing', 'helmet']"
403565,A person standing next to a bike on top of a road.,http://images.cocodataset.org/val2017/000000403565.jpg,"['top', 'road']"
403565,A person wearing a red biker shirt stands next to his bike.,http://images.cocodataset.org/val2017/000000403565.jpg,"['shirt', 'biker']"
211042,there is a cat that is drinking out of the toilet,http://images.cocodataset.org/val2017/000000211042.jpg,[]
211042,A cat is propped up on the toilet seat.,http://images.cocodataset.org/val2017/000000211042.jpg,['seat']
211042,a cat is standing up to a white toilet,http://images.cocodataset.org/val2017/000000211042.jpg,[]
211042,A cat pears into the bowl of a toilet.,http://images.cocodataset.org/val2017/000000211042.jpg,['bowl']
211042,A cat has its front paws on a toilet seat.,http://images.cocodataset.org/val2017/000000211042.jpg,"['paw', 'seat']"
492878,A bathroom sink and its reflection in the mirror.,http://images.cocodataset.org/val2017/000000492878.jpg,"['reflection', 'mirror', 'bathroom']"
492878,Closeup of  bathroom sink with oral care devices and a coffee mug.,http://images.cocodataset.org/val2017/000000492878.jpg,"['coffee', 'device', 'mug', 'care', 'closeup', 'bathroom']"
492878,A sink with toiletry items setting on the edge.,http://images.cocodataset.org/val2017/000000492878.jpg,"['item', 'edge']"
492878,A close up of a bathroom sink with a cup and toothbrushes.,http://images.cocodataset.org/val2017/000000492878.jpg,['bathroom']
492878,"A cup, toothbrushes, and other items sit on the side of a small sink.",http://images.cocodataset.org/val2017/000000492878.jpg,"['item', 'side']"
441586,"MAN ON A CONTRAPTION, SURROUNDED BY A BICYCLE AND ANOTHER PERSON",http://images.cocodataset.org/val2017/000000441586.jpg,['contraption']
441586,A man on a piece of equipment resembling a bicycle that has very large wheels.,http://images.cocodataset.org/val2017/000000441586.jpg,['equipment']
441586,A man on a beech vehicle making his way thru the sand.,http://images.cocodataset.org/val2017/000000441586.jpg,"['way', 'vehicle', 'sand']"
441586,a person riding a two thick wheeled bike on sand ,http://images.cocodataset.org/val2017/000000441586.jpg,"['sand', 'thick']"
441586,A man standing on a vehicle with two large wheels.,http://images.cocodataset.org/val2017/000000441586.jpg,['vehicle']
547816,A view of a bathroom with the shower curtain open.,http://images.cocodataset.org/val2017/000000547816.jpg,"['view', 'curtain', 'shower']"
547816,Small white bathroom with a black-and-white shower curtain. ,http://images.cocodataset.org/val2017/000000547816.jpg,"['curtain', 'shower']"
547816,"A bathroom has a shower, sink, and toilet in it.",http://images.cocodataset.org/val2017/000000547816.jpg,['shower']
547816,a tub and toilet in a small bathroom,http://images.cocodataset.org/val2017/000000547816.jpg,['tub']
547816,"A residential bathroom with sink, tub, and toilet setting in it.",http://images.cocodataset.org/val2017/000000547816.jpg,['tub']
306733,"Bathroom with sink, shower, towels, curtain, and more with window",http://images.cocodataset.org/val2017/000000306733.jpg,"['towel', 'window', 'shower']"
306733,A picture of a bathroom with a fern plant near the sink and a photo of a city above the toilet. ,http://images.cocodataset.org/val2017/000000306733.jpg,"['picture', 'photo', 'city', 'plant']"
306733,"the mirror, sink and bathtub area of a white bathroom",http://images.cocodataset.org/val2017/000000306733.jpg,"['mirror', 'area']"
306733,Well decorated bathroom in a small yellow tinted area.,http://images.cocodataset.org/val2017/000000306733.jpg,"['area', 'yellow']"
306733,"A bathroom with a sink, towel rack and shower stall.",http://images.cocodataset.org/val2017/000000306733.jpg,"['towel', 'rack', 'stall']"
530099,A orange calico cat on top of a vehicle.,http://images.cocodataset.org/val2017/000000530099.jpg,"['calico', 'top', 'vehicle', 'orange']"
530099,a close up of of a cat on top of a car,http://images.cocodataset.org/val2017/000000530099.jpg,['top']
530099,A calico cat is sitting on the roof of a car at night.,http://images.cocodataset.org/val2017/000000530099.jpg,"['night', 'calico', 'roof']"
530099,"An orange, black and white cat on top of a car.",http://images.cocodataset.org/val2017/000000530099.jpg,"['top', 'orange']"
530099,A cat is on top of a car in the dark.,http://images.cocodataset.org/val2017/000000530099.jpg,"['top', 'dark']"
312278,Suitcases on top of a carrier onto of a vehicle.,http://images.cocodataset.org/val2017/000000312278.jpg,"['carrier', 'top', 'vehicle']"
312278,A crate on top of a car holding various luggage.,http://images.cocodataset.org/val2017/000000312278.jpg,"['car', 'luggage', 'top', 'crate']"
312278,A luggage rack that has various pieces of luggage and containers on it.,http://images.cocodataset.org/val2017/000000312278.jpg,"['luggage', 'rack', 'container']"
312278,A collection of luggage that has been placed on a wooden carrier.,http://images.cocodataset.org/val2017/000000312278.jpg,"['carrier', 'luggage', 'wooden', 'collection']"
312278,A rack filled with lots of different bags of luggage.,http://images.cocodataset.org/val2017/000000312278.jpg,"['luggage', 'rack', 'lot']"
97679,A car with a snowboard on it's ski rack parked in a foggy parking lot next to two cars with empty ski racks. ,http://images.cocodataset.org/val2017/000000097679.jpg,"['parking', 'ski', 'rack', 'lot']"
97679,A couple of cars parked in a lot.,http://images.cocodataset.org/val2017/000000097679.jpg,"['couple', 'lot']"
97679,Small automobile parked on the side of a beach area.,http://images.cocodataset.org/val2017/000000097679.jpg,"['beach', 'side', 'area']"
97679,Two car facing opposite side to side in overcast day,http://images.cocodataset.org/val2017/000000097679.jpg,"['side', 'day']"
97679,Car with pedestrians parked in gravel lot near ski area.,http://images.cocodataset.org/val2017/000000097679.jpg,"['area', 'gravel', 'lot', 'pedestrian']"
564127,Toilet with a black lid and rolls of toilet tissue in a bathroom,http://images.cocodataset.org/val2017/000000564127.jpg,"['roll', 'lid', 'tissue']"
564127,A bathroom with black and white toilet and a tiled floor.,http://images.cocodataset.org/val2017/000000564127.jpg,['floor']
564127,A white toilet with a black colored seat.,http://images.cocodataset.org/val2017/000000564127.jpg,['seat']
564127,A white toilet with a black seat on top of a tiled floor.,http://images.cocodataset.org/val2017/000000564127.jpg,"['top', 'seat', 'floor']"
564127,The lid is up on the toilet bowl.,http://images.cocodataset.org/val2017/000000564127.jpg,"['bowl', 'lid']"
251065,A black toilet in a tiled public bathroom stall.,http://images.cocodataset.org/val2017/000000251065.jpg,['stall']
251065,A small tiled bethroom stall with a black toilet seat.,http://images.cocodataset.org/val2017/000000251065.jpg,"['bethroom', 'seat', 'stall']"
251065,A toilet bowl with a black toilet seat cover,http://images.cocodataset.org/val2017/000000251065.jpg,"['bowl', 'cover', 'seat']"
251065,The small bathroom has a toilet with a black seat.,http://images.cocodataset.org/val2017/000000251065.jpg,['seat']
251065,A white toilet with a black seat sitting in a small stall.,http://images.cocodataset.org/val2017/000000251065.jpg,"['seat', 'stall']"
3845,a chicken meal with carrots broccoli and rice,http://images.cocodataset.org/val2017/000000003845.jpg,"['rice', 'meal']"
3845,A dinner plate that has white steamed rice with stir fry vegetables and chicken.,http://images.cocodataset.org/val2017/000000003845.jpg,"['chicken', 'fry', 'dinner', 'vegetable', 'rice', 'plate']"
3845,"A plate of vegetables, chicken, and white rice.",http://images.cocodataset.org/val2017/000000003845.jpg,"['rice', 'plate', 'vegetable']"
3845,The food is prepared on the dish on the table. ,http://images.cocodataset.org/val2017/000000003845.jpg,"['food', 'table']"
3845,A plate of food and a drink on a table.,http://images.cocodataset.org/val2017/000000003845.jpg,"['plate', 'food', 'drink', 'table']"
138819,The view of a bathroom with a wall mounted sink.,http://images.cocodataset.org/val2017/000000138819.jpg,"['view', 'wall']"
138819,A bathroom sink beside a toilet and blue trashcan.,http://images.cocodataset.org/val2017/000000138819.jpg,['trashcan']
138819,Within a bathroom with a sink in the foreground.,http://images.cocodataset.org/val2017/000000138819.jpg,['foreground']
138819,"A bathroom has a sink, toilet, and trash can in it.  ",http://images.cocodataset.org/val2017/000000138819.jpg,['trash']
138819,"A white sink in a small, tiled bathroom.",http://images.cocodataset.org/val2017/000000138819.jpg,[]
205834,a close up of a dog near a bowl,http://images.cocodataset.org/val2017/000000205834.jpg,[]
205834,A brown dog laying on the ground with a metal bowl in front of him.,http://images.cocodataset.org/val2017/000000205834.jpg,"['front', 'ground', 'metal']"
205834,The brown dog is laying near a silver dog bowl.,http://images.cocodataset.org/val2017/000000205834.jpg,['silver']
205834,A dog is laying with its water dish in front of it.,http://images.cocodataset.org/val2017/000000205834.jpg,"['front', 'water']"
205834,A dog pants next to a bowl of water on the ground,http://images.cocodataset.org/val2017/000000205834.jpg,"['pant', 'ground', 'water']"
348708,The banana is laying next to an almost empty bowl.,http://images.cocodataset.org/val2017/000000348708.jpg,[]
348708,a bowl of food next to a very close banana,http://images.cocodataset.org/val2017/000000348708.jpg,['food']
348708,A banana and a nearly empty bowl of food resting on top of a table.,http://images.cocodataset.org/val2017/000000348708.jpg,"['top', 'food', 'table']"
348708,A bowl with something in it with a banana next to it,http://images.cocodataset.org/val2017/000000348708.jpg,['something']
348708,A bowl filled with leftover food sitting next to a banana.,http://images.cocodataset.org/val2017/000000348708.jpg,"['leftover', 'food']"
166521,A room that has two televisions in it.,http://images.cocodataset.org/val2017/000000166521.jpg,['room']
166521,A living room with two televisions decorated for the holiday.,http://images.cocodataset.org/val2017/000000166521.jpg,"['room', 'holiday']"
166521,A tv on a tv stand in a room at Christmas time ,http://images.cocodataset.org/val2017/000000166521.jpg,"['room', 'stand', 'christmas', 'time']"
166521,A flat screen television next to an older tube television.,http://images.cocodataset.org/val2017/000000166521.jpg,"['tube', 'screen']"
166521,An old TV and a flat screen TV on a homemade entertainment center.,http://images.cocodataset.org/val2017/000000166521.jpg,"['center', 'entertainment']"
485802,An airplane leaving a trail in the sky.,http://images.cocodataset.org/val2017/000000485802.jpg,"['trail', 'sky']"
485802,A plane flying straight up and high in the sky leaves a tail of smoke.,http://images.cocodataset.org/val2017/000000485802.jpg,"['tail', 'sky', 'smoke']"
485802,An airplane leaves a contrail in the air.,http://images.cocodataset.org/val2017/000000485802.jpg,"['air', 'contrail']"
485802,A plane accelerating through the sky leaving a tail. ,http://images.cocodataset.org/val2017/000000485802.jpg,"['tail', 'sky']"
485802,A plane flying in the sky with a trail of white smoke behind it.,http://images.cocodataset.org/val2017/000000485802.jpg,"['trail', 'sky', 'smoke']"
99054,some planes on an air port run way,http://images.cocodataset.org/val2017/000000099054.jpg,"['air', 'way', 'port']"
99054,A large jet airplane sitting on a tarmac at an airport.,http://images.cocodataset.org/val2017/000000099054.jpg,"['airport', 'tarmac']"
99054,An airplane parked at the runway is being serviced by workers.,http://images.cocodataset.org/val2017/000000099054.jpg,['runway']
99054,"An airplane being prepped for flight, as another plane passes by.",http://images.cocodataset.org/val2017/000000099054.jpg,"['pass', 'flight']"
99054,An airplane is at an airport with yellow hoses by it.,http://images.cocodataset.org/val2017/000000099054.jpg,"['airport', 'hose']"
22969,Giraffes in their wood and grass zoo enclosure,http://images.cocodataset.org/val2017/000000022969.jpg,"['wood', 'zoo', 'enclosure', 'grass']"
22969,A large giraffe looks at a smaller giraffe looking over a fence.,http://images.cocodataset.org/val2017/000000022969.jpg,['fence']
22969,"Two giraffe stand in an enclosure, on giraffe leans over the wall.",http://images.cocodataset.org/val2017/000000022969.jpg,"['wall', 'stand', 'lean', 'enclosure']"
22969,"Pair of giraffes exploring a large, airy zoo enclosure.",http://images.cocodataset.org/val2017/000000022969.jpg,"['zoo', 'pair', 'airy', 'enclosure']"
22969,Two giraffes in a zoo enjoy a walk and a snack,http://images.cocodataset.org/val2017/000000022969.jpg,"['zoo', 'enjoy', 'snack', 'walk']"
570539,An older man is sitting on the bus above a movie advertisement.,http://images.cocodataset.org/val2017/000000570539.jpg,"['movie', 'advertisement']"
570539,A man looking out the window of a bus,http://images.cocodataset.org/val2017/000000570539.jpg,['window']
570539,A man sitting in a bus staring out the window.,http://images.cocodataset.org/val2017/000000570539.jpg,['window']
570539,A man sitting on top of a bus over a billboard.,http://images.cocodataset.org/val2017/000000570539.jpg,"['top', 'billboard']"
570539,THERE IS A MAN THAT IS LOOKING OUT OF THE WINDOW ,http://images.cocodataset.org/val2017/000000570539.jpg,['window']
278353,A small sheep is standing under a wooden fence post.,http://images.cocodataset.org/val2017/000000278353.jpg,"['post', 'fence']"
278353,A sheep rubbing its back under a fence post.,http://images.cocodataset.org/val2017/000000278353.jpg,"['rubbing', 'post', 'fence', 'back']"
278353,A sheep standing on the grass in front of a fence,http://images.cocodataset.org/val2017/000000278353.jpg,"['fence', 'front', 'standing', 'grass']"
278353,A sheep that is standing under a wooden plank from a fence.,http://images.cocodataset.org/val2017/000000278353.jpg,"['fence', 'plank']"
278353,A sheep with short hair stands under a fence.,http://images.cocodataset.org/val2017/000000278353.jpg,"['fence', 'hair']"
158548,Outdoor show with sheep prominent on grass field.,http://images.cocodataset.org/val2017/000000158548.jpg,"['prominent', 'show', 'field', 'grass']"
158548,a couple of people that are walking in some grass,http://images.cocodataset.org/val2017/000000158548.jpg,"['couple', 'grass']"
158548,A sheep running through the field of an event.,http://images.cocodataset.org/val2017/000000158548.jpg,"['field', 'event', 'running']"
158548,A sheep is walking along a wide field.,http://images.cocodataset.org/val2017/000000158548.jpg,['field']
158548,A sheep is on a field of grass with two men walking around it.,http://images.cocodataset.org/val2017/000000158548.jpg,"['field', 'grass']"
461405,A group of sheep in a grassy area with trees in the back ground.,http://images.cocodataset.org/val2017/000000461405.jpg,"['back', 'area', 'tree', 'ground']"
461405,A herd of sheep walking across a lush green field.,http://images.cocodataset.org/val2017/000000461405.jpg,"['herd', 'walking', 'field']"
461405,A lot of sheep all in on grassy area.,http://images.cocodataset.org/val2017/000000461405.jpg,"['area', 'lot']"
461405,Flock of white woolen sheep standing in grassy area.,http://images.cocodataset.org/val2017/000000461405.jpg,"['flock', 'area', 'standing']"
461405,There is a group of sheep grazing on the grass in the field. ,http://images.cocodataset.org/val2017/000000461405.jpg,"['grazing', 'field', 'grass']"
176606,"A goat alongside a house, trying to go through the bushes",http://images.cocodataset.org/val2017/000000176606.jpg,"['house', 'bush']"
176606,A sheep standing up against the side of a house covered in grass.,http://images.cocodataset.org/val2017/000000176606.jpg,"['side', 'house', 'grass']"
176606,A goat stands on its high legs and leans against a grassy bank.,http://images.cocodataset.org/val2017/000000176606.jpg,"['bank', 'leg', 'lean']"
176606,A goat leans propped against a grassy surface.,http://images.cocodataset.org/val2017/000000176606.jpg,['surface']
176606,A WHITE GOAT CLIMBING UP TO EAT SOME GRASS,http://images.cocodataset.org/val2017/000000176606.jpg,['grass']
44699,A group of animals grazing on a lush green field.,http://images.cocodataset.org/val2017/000000044699.jpg,"['field', 'animal']"
